OrderID,OrderDate,CustomerName,Region,SalesChannel,ProductCategory,ProductName,Quantity,UnitPrice,DiscountPercent,DiscountAmount,NetTotal,PaymentMethod,SalesRep,CustomerRating
ORD10188,2025-03-04,Amit Malhotra,North,Phone,Electronics,Tablet,7,1343.76,0.0,0.0,9406.32,Debit Card,Deepa Rao,5
ORD10189,2025-03-04,John Smith,Central,Online,Groceries,Chocolate Box,1,823.94,20.0,164.79,659.15,Cash,Vijay Anand,5
ORD10190,2025-03-04,Kavya Menon,North,Phone,Electronics,Smartphone,4,1513.6,10.0,605.44,5448.96,Bank Transfer,Arun Prasad,5
ORD10191,2025-03-05,Riya Chawla,Central,Online,Sports,Bicycle,5,955.75,10.0,477.88,4300.87,Bank Transfer,Arun Prasad,2
ORD10192,2025-03-05,Aditya Bose,North,Phone,Sports,Dumbbells,8,1684.24,5.0,673.7,12800.22,Cash,Anjali Nair,4
ORD10193,2025-03-05,Emily Johnson,West,In-Store,Clothing,Dress,6,1200.25,10.0,720.15,6481.35,Bank Transfer,Sunita Rao,3
ORD10194,2025-03-05,David Wilson,South,In-Store,Groceries,Olive Oil,5,491.2,0.0,0.0,2456.0,PayPal,Anjali Nair,5
ORD10195,2025-03-06,Ananya Singh,East,Phone,Clothing,Jacket,8,275.7,20.0,441.12,1764.48,Bank Transfer,Pallavi Shah,5
ORD10196,2025-03-06,Rahul Chatterjee,Central,Online,Groceries,Rice Bag,5,1393.11,20.0,1393.11,5572.44,Bank Transfer,Ravi Kumar,5
ORD10197,2025-03-06,Arjun Nair,South,Online,Clothing,Jeans,7,996.69,15.0,1046.52,5930.31,PayPal,Vijay Anand,5
ORD10198,2025-03-07,Rohan Mehta,East,Phone,Groceries,Chocolate Box,6,1388.29,20.0,1665.95,6663.79,PayPal,Arun Prasad,5
ORD10199,2025-03-07,Ishita Gupta,North,Phone,Furniture,Office Chair,9,261.61,5.0,117.72,2236.77,Cash,Ravi Kumar,4
ORD10200,2025-03-07,Aarav Sharma,South,Phone,Clothing,T-Shirt,4,1641.45,0.0,0.0,6565.8,Debit Card,Arun Prasad,2
ORD10201,2025-03-08,Pooja Reddy,Central,Online,Groceries,Chocolate Box,2,1145.5,0.0,0.0,2291.0,Cash,Ravi Kumar,1
ORD10202,2025-03-09,Pooja Reddy,West,Online,Electronics,Laptop,1,903.26,0.0,0.0,903.26,Bank Transfer,Arun Prasad,5
ORD10203,2025-03-09,Kavya Menon,East,Online,Clothing,Sneakers,9,1989.66,5.0,895.35,17011.59,Credit Card,Suresh Babu,3
ORD10204,2025-03-09,Arjun Nair,West,Phone,Furniture,Desk,2,1126.15,0.0,0.0,2252.3,PayPal,Arun Prasad,5
ORD10205,2025-03-09,Sneha Desai,East,Online,Electronics,Monitor,4,654.17,20.0,523.34,2093.34,Credit Card,Suresh Babu,5
ORD10206,2025-03-10,Aarav Sharma,West,Online,Groceries,Cereal,5,454.2,10.0,227.1,2043.9,Debit Card,Pallavi Shah,5
ORD10207,2025-03-10,Ananya Singh,South,In-Store,Electronics,Smartphone,6,929.93,10.0,557.96,5021.62,Cash,Kiran Desai,5
ORD10208,2025-03-10,Kavya Menon,East,Phone,Electronics,Laptop,3,988.1,0.0,0.0,2964.3,Bank Transfer,Anjali Nair,5
ORD10209,2025-03-10,David Wilson,West,In-Store,Electronics,Smartwatch,4,1968.56,5.0,393.71,7480.53,Cash,Kiran Desai,2
ORD10210,2025-03-10,Divya Kapoor,West,Online,Electronics,Smartphone,2,1340.19,5.0,134.02,2546.36,Bank Transfer,Sunita Rao,5
ORD10211,2025-03-11,Amit Malhotra,South,Online,Electronics,Headphones,9,180.14,5.0,81.06,1540.2,Credit Card,Deepa Rao,5
ORD10212,2025-03-12,Sophia White,South,Phone,Clothing,T-Shirt,9,954.74,20.0,1718.53,6874.13,Debit Card,Anjali Nair,3
ORD10213,2025-03-12,Olivia Anderson,Central,In-Store,Clothing,Dress,9,73.63,15.0,99.4,563.27,PayPal,Arun Prasad,5
ORD10214,2025-03-12,Pooja Reddy,South,Online,Furniture,Desk,6,1127.05,15.0,1014.34,5747.96,Cash,Ravi Kumar,5
ORD10215,2025-03-12,Pooja Reddy,North,Phone,Clothing,Sneakers,9,1286.21,10.0,1157.59,10418.3,Bank Transfer,Suresh Babu,4
ORD10216,2025-03-13,Aarav Sharma,East,Online,Sports,Dumbbells,6,989.59,0.0,0.0,5937.54,PayPal,Pallavi Shah,5
ORD10217,2025-03-13,Ishita Gupta,North,Phone,Sports,Tennis Racket,4,1621.98,5.0,324.4,6163.52,Cash,Deepa Rao,5
ORD10218,2025-03-13,Rahul Chatterjee,North,Phone,Furniture,Sofa,3,1201.94,0.0,0.0,3605.82,Bank Transfer,Sunita Rao,5
ORD10219,2025-03-14,Rohan Mehta,North,Phone,Electronics,Laptop,8,828.52,0.0,0.0,6628.16,PayPal,Anjali Nair,5
ORD10220,2025-03-14,Kavya Menon,North,Online,Clothing,Jeans,1,1992.54,0.0,0.0,1992.54,Debit Card,Deepa Rao,3
ORD10221,2025-03-14,Michael Brown,East,Phone,Sports,Dumbbells,2,1182.62,0.0,0.0,2365.24,Credit Card,Vijay Anand,5
ORD10222,2025-03-14,Rahul Chatterjee,East,Phone,Clothing,Jeans,3,1479.04,15.0,665.57,3771.55,Debit Card,Vijay Anand,4
ORD10223,2025-03-14,Priya Patel,Central,Online,Electronics,Headphones,7,690.4,5.0,241.64,4591.16,Cash,Manoj Tiwari,2
ORD10224,2025-03-14,Karan Verma,West,Phone,Electronics,Smartwatch,9,1643.67,0.0,0.0,14793.03,Credit Card,Suresh Babu,5
ORD10225,2025-03-15,James Taylor,West,In-Store,Electronics,Smartphone,5,687.03,10.0,343.51,3091.64,Cash,Ravi Kumar,5
ORD10226,2025-03-15,Nikhil Bansal,South,Online,Electronics,Smartwatch,2,896.25,5.0,89.62,1702.88,Cash,Sunita Rao,5
ORD10227,2025-03-15,Divya Kapoor,East,In-Store,Clothing,T-Shirt,5,475.0,10.0,237.5,2137.5,PayPal,Kiran Desai,5
ORD10228,2025-03-15,Neha Joshi,West,Phone,Electronics,Laptop,1,486.21,0.0,0.0,486.21,Debit Card,Sunita Rao,4
ORD10229,2025-03-15,Meera Iyer,East,Online,Furniture,Bookshelf,6,1192.74,5.0,357.82,6798.62,Cash,Suresh Babu,5
ORD10230,2025-03-16,Sarah Davis,South,Online,Sports,Bicycle,9,838.8,5.0,377.46,7171.74,Credit Card,Suresh Babu,5
ORD10231,2025-03-16,Emily Johnson,North,Online,Sports,Bicycle,9,1003.22,0.0,0.0,9028.98,Debit Card,Suresh Babu,5
ORD10232,2025-03-17,Aarav Sharma,Central,In-Store,Groceries,Chocolate Box,1,1599.48,10.0,159.95,1439.53,PayPal,Deepa Rao,4
ORD10233,2025-03-17,Sneha Desai,East,Online,Electronics,Headphones,7,870.22,0.0,0.0,6091.54,Cash,Vijay Anand,5
ORD10234,2025-03-17,Pooja Reddy,South,Online,Furniture,Bookshelf,7,568.58,20.0,796.01,3184.05,Bank Transfer,Deepa Rao,5
ORD10235,2025-03-18,Rahul Chatterjee,North,Phone,Clothing,Jeans,1,1153.31,10.0,115.33,1037.98,PayPal,Anjali Nair,2
ORD10236,2025-03-18,Kavya Menon,South,In-Store,Groceries,Olive Oil,2,796.86,15.0,239.06,1354.66,Debit Card,Anjali Nair,2
ORD10237,2025-03-19,Sneha Desai,North,In-Store,Furniture,Dining Table,9,646.56,20.0,1163.81,4655.23,PayPal,Ravi Kumar,4
ORD10238,2025-03-19,Michael Brown,East,Online,Furniture,Sofa,9,635.81,0.0,0.0,5722.29,Credit Card,Ravi Kumar,3
ORD10239,2025-03-20,Laura Martinez,East,In-Store,Groceries,Coffee,5,1382.95,15.0,1037.21,5877.54,Credit Card,Arun Prasad,5
ORD10240,2025-03-20,Riya Chawla,North,Online,Groceries,Cereal,2,1380.95,15.0,414.29,2347.61,Credit Card,Pallavi Shah,4
ORD10241,2025-03-20,Aditya Bose,South,Online,Clothing,Jacket,2,1368.17,15.0,410.45,2325.89,Cash,Suresh Babu,4
ORD10242,2025-03-20,Olivia Anderson,South,Online,Furniture,Office Chair,4,1229.3,5.0,245.86,4671.34,Cash,Ravi Kumar,4
ORD10243,2025-03-20,Neha Joshi,South,Online,Clothing,Dress,8,207.24,0.0,0.0,1657.92,Credit Card,Arun Prasad,4
ORD10244,2025-03-20,Arjun Nair,Central,In-Store,Furniture,Desk,4,1633.08,0.0,0.0,6532.32,Bank Transfer,Vijay Anand,5
ORD10245,2025-03-21,Sanjay Kumar,North,In-Store,Furniture,Desk,2,1875.97,10.0,375.19,3376.75,Bank Transfer,Vijay Anand,4
ORD10246,2025-03-21,Amit Malhotra,Central,Phone,Furniture,Office Chair,9,56.14,15.0,75.79,429.47,Bank Transfer,Suresh Babu,5
ORD10247,2025-03-21,Kavya Menon,West,In-Store,Furniture,Dining Table,9,1151.8,15.0,1554.93,8811.27,Debit Card,Deepa Rao,4
ORD10248,2025-03-22,Arjun Nair,South,In-Store,Sports,Bicycle,8,427.37,10.0,341.9,3077.06,Cash,Suresh Babu,4
ORD10249,2025-03-22,Nikhil Bansal,Central,Online,Clothing,T-Shirt,6,1953.35,20.0,2344.02,9376.08,Credit Card,Anjali Nair,4
ORD10250,2025-03-22,David Wilson,West,Online,Furniture,Office Chair,1,817.31,10.0,81.73,735.58,Cash,Kiran Desai,5
ORD10251,2025-03-22,Neha Joshi,East,Online,Furniture,Bookshelf,1,1789.63,0.0,0.0,1789.63,Credit Card,Anjali Nair,5
ORD10252,2025-03-22,Karan Verma,South,Online,Clothing,Jacket,5,1543.68,0.0,0.0,7718.4,Cash,Pallavi Shah,5
ORD10253,2025-03-23,John Smith,East,In-Store,Electronics,Laptop,1,1907.1,10.0,190.71,1716.39,Cash,Ravi Kumar,3
ORD10254,2025-03-23,Aditya Bose,Central,In-Store,Clothing,T-Shirt,6,1230.09,0.0,0.0,7380.54,Bank Transfer,Pallavi Shah,3
ORD10255,2025-03-23,Michael Brown,West,Phone,Furniture,Dining Table,3,1721.21,0.0,0.0,5163.63,PayPal,Pallavi Shah,5
ORD10256,2025-03-23,Rohan Mehta,South,Phone,Furniture,Office Chair,4,1635.8,0.0,0.0,6543.2,Debit Card,Sunita Rao,2
ORD10257,2025-03-25,Pooja Reddy,East,Phone,Furniture,Sofa,8,412.9,0.0,0.0,3303.2,Cash,Pallavi Shah,4
ORD10258,2025-03-25,Meera Iyer,East,Phone,Electronics,Laptop,2,1765.06,0.0,0.0,3530.12,Bank Transfer,Deepa Rao,4
ORD10259,2025-03-27,Rohan Mehta,North,Online,Clothing,Jacket,5,1168.12,0.0,0.0,5840.6,Bank Transfer,Suresh Babu,1
ORD10260,2025-03-27,David Wilson,North,In-Store,Furniture,Desk,1,1680.73,15.0,252.11,1428.62,Bank Transfer,Deepa Rao,4
ORD10261,2025-03-27,Sneha Desai,West,In-Store,Electronics,Tablet,1,1501.57,0.0,0.0,1501.57,PayPal,Vijay Anand,4
ORD10262,2025-03-28,Sarah Davis,North,Phone,Groceries,Olive Oil,8,1734.65,0.0,0.0,13877.2,PayPal,Sunita Rao,5
ORD10263,2025-03-28,Rahul Chatterjee,East,In-Store,Sports,Dumbbells,9,284.34,20.0,511.81,2047.25,Cash,Pallavi Shah,4
ORD10264,2025-03-28,John Smith,East,Phone,Groceries,Chocolate Box,6,683.73,5.0,205.12,3897.26,Credit Card,Sunita Rao,3
ORD10265,2025-03-28,Vikram Rao,South,Phone,Electronics,Headphones,5,1673.7,0.0,0.0,8368.5,Cash,Pallavi Shah,4
ORD10266,2025-03-28,Sarah Davis,North,Online,Sports,Tennis Racket,7,80.85,0.0,0.0,565.95,PayPal,Suresh Babu,1
ORD10267,2025-03-28,Emily Johnson,South,Phone,Groceries,Cereal,1,1617.27,15.0,242.59,1374.68,Cash,Kiran Desai,4
ORD10268,2025-03-28,Rohan Mehta,West,In-Store,Clothing,Jeans,5,1903.65,15.0,1427.74,8090.51,Credit Card,Sunita Rao,5
ORD10269,2025-03-29,Priya Patel,North,In-Store,Electronics,Headphones,4,392.29,0.0,0.0,1569.16,Credit Card,Pallavi Shah,4
ORD10270,2025-03-29,Sophia White,Central,In-Store,Sports,Bicycle,3,290.02,15.0,130.51,739.55,Cash,Kiran Desai,1
ORD10271,2025-03-30,Ananya Singh,East,Phone,Sports,Yoga Mat,7,1185.87,15.0,1245.16,7055.93,Credit Card,Ravi Kumar,4
ORD10272,2025-03-30,Rahul Chatterjee,East,Online,Groceries,Olive Oil,9,635.62,10.0,572.06,5148.52,Credit Card,Vijay Anand,3
ORD10273,2025-03-30,Priya Patel,East,Phone,Clothing,Jacket,4,1346.04,0.0,0.0,5384.16,Debit Card,Deepa Rao,3
ORD10274,2025-03-30,Karan Verma,South,Online,Groceries,Rice Bag,7,1975.4,0.0,0.0,13827.8,Debit Card,Manoj Tiwari,5
ORD10275,2025-03-31,Emily Johnson,West,Online,Clothing,Sneakers,3,1827.45,0.0,0.0,5482.35,Debit Card,Kiran Desai,3
ORD10276,2025-03-31,Arjun Nair,Central,Online,Sports,Tennis Racket,4,883.88,10.0,353.55,3181.97,Cash,Anjali Nair,4
ORD10277,2025-03-31,Nikhil Bansal,South,Phone,Furniture,Sofa,1,1106.11,0.0,0.0,1106.11,Debit Card,Vijay Anand,4
ORD10278,2025-03-31,Sneha Desai,West,In-Store,Groceries,Olive Oil,6,610.22,15.0,549.2,3112.12,Bank Transfer,Manoj Tiwari,5
ORD10279,2025-04-02,Kavya Menon,North,Phone,Groceries,Rice Bag,7,1484.9,10.0,1039.43,9354.87,Bank Transfer,Ravi Kumar,5
ORD10280,2025-04-02,Arjun Nair,North,Phone,Clothing,T-Shirt,5,637.99,5.0,159.5,3030.45,Debit Card,Ravi Kumar,2
ORD10281,2025-04-02,Vikram Rao,South,Online,Groceries,Cereal,4,247.14,0.0,0.0,988.56,Cash,Suresh Babu,4
ORD10282,2025-04-03,Sanjay Kumar,East,Online,Groceries,Cereal,1,104.71,0.0,0.0,104.71,Debit Card,Kiran Desai,3
ORD10283,2025-04-03,Vikram Rao,North,In-Store,Furniture,Sofa,8,1602.6,20.0,2564.16,10256.64,Cash,Pallavi Shah,3
ORD10284,2025-04-03,Michael Brown,Central,Online,Groceries,Cereal,1,1763.41,15.0,264.51,1498.9,Debit Card,Kiran Desai,3
ORD10285,2025-04-03,John Smith,South,In-Store,Furniture,Sofa,2,969.96,5.0,97.0,1842.92,Bank Transfer,Vijay Anand,3
ORD10286,2025-04-03,Ananya Singh,East,In-Store,Clothing,Jacket,3,1032.59,10.0,309.78,2787.99,Bank Transfer,Vijay Anand,3
ORD10287,2025-04-03,Sarah Davis,East,In-Store,Electronics,Smartphone,5,87.79,0.0,0.0,438.95,Debit Card,Suresh Babu,4
ORD10288,2025-04-04,Nikhil Bansal,East,In-Store,Clothing,Dress,7,1086.56,0.0,0.0,7605.92,Debit Card,Sunita Rao,4
ORD10289,2025-04-05,David Wilson,North,Phone,Clothing,Sneakers,5,1706.75,20.0,1706.75,6827.0,Debit Card,Arun Prasad,5
ORD10290,2025-04-05,Karan Verma,North,Phone,Electronics,Laptop,2,1219.55,10.0,243.91,2195.19,PayPal,Kiran Desai,4
ORD10291,2025-04-06,Aarav Sharma,West,In-Store,Sports,Yoga Mat,8,1701.38,20.0,2722.21,10888.83,Bank Transfer,Pallavi Shah,3
ORD10292,2025-04-06,Ananya Singh,South,Phone,Electronics,Tablet,2,63.64,5.0,6.36,120.92,Debit Card,Kiran Desai,5
ORD10293,2025-04-06,Riya Chawla,East,In-Store,Groceries,Chocolate Box,3,471.62,10.0,141.49,1273.37,Credit Card,Kiran Desai,5
ORD10294,2025-04-06,Sarah Davis,North,In-Store,Clothing,Dress,2,1261.93,15.0,378.58,2145.28,PayPal,Vijay Anand,5
ORD10295,2025-04-07,Arjun Nair,Central,In-Store,Sports,Dumbbells,3,1537.1,20.0,922.26,3689.04,Credit Card,Pallavi Shah,5
ORD10296,2025-04-08,Olivia Anderson,West,Phone,Furniture,Desk,1,1065.06,20.0,213.01,852.05,Credit Card,Pallavi Shah,2
ORD10297,2025-04-08,Divya Kapoor,North,In-Store,Clothing,T-Shirt,9,785.38,0.0,0.0,7068.42,Cash,Pallavi Shah,4
ORD10298,2025-04-09,Divya Kapoor,Central,In-Store,Groceries,Cereal,7,329.74,10.0,230.82,2077.36,Debit Card,Vijay Anand,4
ORD10299,2025-04-09,Neha Joshi,West,Phone,Clothing,Jacket,6,1713.37,0.0,0.0,10280.22,Credit Card,Deepa Rao,5
ORD10300,2025-04-09,John Smith,Central,Online,Electronics,Headphones,1,554.72,0.0,0.0,554.72,Cash,Anjali Nair,5
ORD10301,2025-04-09,Priya Patel,West,Phone,Clothing,Sneakers,9,1965.05,0.0,0.0,17685.45,PayPal,Anjali Nair,2
ORD10302,2025-04-10,Divya Kapoor,East,In-Store,Clothing,Sneakers,4,9.03,0.0,0.0,36.12,Credit Card,Manoj Tiwari,5
ORD10303,2025-04-10,Pooja Reddy,East,Phone,Sports,Yoga Mat,9,1579.54,15.0,2132.38,12083.48,Debit Card,Deepa Rao,5
ORD10304,2025-04-10,Priya Patel,South,Online,Sports,Yoga Mat,8,1607.33,20.0,2571.73,10286.91,Bank Transfer,Sunita Rao,5
ORD10305,2025-04-10,Riya Chawla,Central,In-Store,Clothing,Jeans,2,1557.85,15.0,467.36,2648.34,Bank Transfer,Kiran Desai,2
ORD10306,2025-04-10,Kavya Menon,Central,Online,Clothing,Jeans,8,1668.12,10.0,1334.5,12010.46,PayPal,Ravi Kumar,4
ORD10307,2025-04-10,John Smith,West,Online,Electronics,Monitor,9,454.32,20.0,817.78,3271.1,Cash,Vijay Anand,2
ORD10308,2025-04-10,Vikram Rao,North,Online,Furniture,Dining Table,2,1866.56,15.0,559.97,3173.15,Debit Card,Ravi Kumar,4
ORD10309,2025-04-11,Rohan Mehta,West,In-Store,Sports,Running Shoes,9,1603.01,5.0,721.35,13705.74,Credit Card,Deepa Rao,1
ORD10310,2025-04-11,Meera Iyer,East,Online,Groceries,Rice Bag,8,1641.75,0.0,0.0,13134.0,Bank Transfer,Anjali Nair,2
ORD10311,2025-04-11,Priya Patel,North,Online,Sports,Dumbbells,8,608.73,0.0,0.0,4869.84,PayPal,Kiran Desai,4
ORD10312,2025-04-12,David Wilson,East,Online,Furniture,Bookshelf,5,328.66,0.0,0.0,1643.3,Cash,Deepa Rao,5
ORD10313,2025-04-12,Pooja Reddy,East,Online,Furniture,Sofa,8,1484.33,0.0,0.0,11874.64,Credit Card,Kiran Desai,4
ORD10314,2025-04-13,Meera Iyer,East,In-Store,Groceries,Cereal,5,198.42,15.0,148.81,843.29,Debit Card,Suresh Babu,4
ORD10315,2025-04-13,Amit Malhotra,Central,Phone,Groceries,Olive Oil,9,1444.18,0.0,0.0,12997.62,Credit Card,Deepa Rao,5
ORD10316,2025-04-13,Pooja Reddy,Central,In-Store,Electronics,Laptop,2,1890.89,20.0,756.36,3025.42,Credit Card,Arun Prasad,5
ORD10317,2025-04-13,Nikhil Bansal,Central,Phone,Groceries,Cereal,8,370.95,10.0,296.76,2670.84,Debit Card,Sunita Rao,2
ORD10318,2025-04-13,Neha Joshi,West,Phone,Clothing,T-Shirt,8,1249.66,15.0,1499.59,8497.69,PayPal,Sunita Rao,5
ORD10319,2025-04-13,Laura Martinez,East,Phone,Electronics,Smartphone,7,115.61,0.0,0.0,809.27,Credit Card,Ravi Kumar,3
ORD10320,2025-04-14,Vikram Rao,West,Online,Electronics,Smartphone,7,925.58,10.0,647.91,5831.15,Credit Card,Deepa Rao,5
ORD10321,2025-04-14,Rohan Mehta,South,Phone,Electronics,Laptop,7,1406.46,10.0,984.52,8860.7,Debit Card,Anjali Nair,5
ORD10322,2025-04-14,Riya Chawla,Central,In-Store,Sports,Dumbbells,1,1690.52,15.0,253.58,1436.94,PayPal,Arun Prasad,1
ORD10323,2025-04-15,Daniel Thomas,East,Phone,Furniture,Bookshelf,6,1806.54,15.0,1625.89,9213.35,Cash,Anjali Nair,5
ORD10324,2025-04-15,Sneha Desai,East,In-Store,Furniture,Sofa,7,265.25,0.0,0.0,1856.75,Bank Transfer,Ravi Kumar,5
ORD10325,2025-04-16,Rohan Mehta,West,In-Store,Furniture,Desk,5,1030.62,0.0,0.0,5153.1,PayPal,Arun Prasad,1
ORD10326,2025-04-16,Pooja Reddy,South,Phone,Groceries,Olive Oil,8,104.88,20.0,167.81,671.23,PayPal,Anjali Nair,2
ORD10327,2025-04-16,Neha Joshi,Central,Online,Sports,Dumbbells,6,729.99,5.0,219.0,4160.94,Credit Card,Manoj Tiwari,5
ORD10328,2025-04-17,Vikram Rao,Central,Phone,Sports,Running Shoes,3,1362.37,0.0,0.0,4087.11,Bank Transfer,Pallavi Shah,5
ORD10329,2025-04-17,Riya Chawla,East,Phone,Furniture,Dining Table,1,803.31,0.0,0.0,803.31,PayPal,Kiran Desai,4
ORD10330,2025-04-17,Neha Joshi,Central,Online,Groceries,Cereal,7,363.7,0.0,0.0,2545.9,Cash,Sunita Rao,2
ORD10331,2025-04-17,James Taylor,West,Phone,Sports,Tennis Racket,1,1069.36,0.0,0.0,1069.36,Cash,Deepa Rao,4
ORD10332,2025-04-18,Daniel Thomas,Central,Online,Electronics,Tablet,2,63.94,10.0,12.79,115.09,Credit Card,Pallavi Shah,4
ORD10333,2025-04-18,Olivia Anderson,North,Online,Clothing,Sneakers,7,661.19,10.0,462.83,4165.5,Cash,Suresh Babu,4
ORD10334,2025-04-18,Rahul Chatterjee,East,Phone,Groceries,Chocolate Box,8,768.67,0.0,0.0,6149.36,Cash,Suresh Babu,4
ORD10335,2025-04-19,Kavya Menon,West,Phone,Furniture,Bookshelf,9,636.85,0.0,0.0,5731.65,Bank Transfer,Vijay Anand,5
ORD10336,2025-04-19,Michael Brown,West,Phone,Groceries,Rice Bag,5,225.31,0.0,0.0,1126.55,Debit Card,Pallavi Shah,4
ORD10337,2025-04-19,Nikhil Bansal,East,Phone,Clothing,Jeans,5,120.01,5.0,30.0,570.05,Cash,Ravi Kumar,4
ORD10338,2025-04-19,Daniel Thomas,West,Online,Electronics,Headphones,3,396.21,10.0,118.86,1069.77,Bank Transfer,Kiran Desai,5
ORD10339,2025-04-21,Olivia Anderson,East,Online,Electronics,Tablet,6,1187.94,0.0,0.0,7127.64,Credit Card,Anjali Nair,5
ORD10340,2025-04-22,James Taylor,Central,Online,Groceries,Rice Bag,7,183.13,0.0,0.0,1281.91,Cash,Pallavi Shah,5
ORD10341,2025-04-22,Nikhil Bansal,North,Phone,Groceries,Rice Bag,8,180.34,20.0,288.54,1154.18,PayPal,Vijay Anand,5
ORD10342,2025-04-22,James Taylor,West,Phone,Electronics,Smartphone,3,199.64,10.0,59.89,539.03,Cash,Arun Prasad,5
ORD10343,2025-04-22,David Wilson,South,Online,Groceries,Cereal,8,271.27,0.0,0.0,2170.16,Debit Card,Deepa Rao,5
ORD10344,2025-04-22,Rohan Mehta,West,In-Store,Clothing,Jacket,6,497.69,10.0,298.61,2687.53,Debit Card,Deepa Rao,4
ORD10345,2025-04-22,David Wilson,South,Online,Furniture,Sofa,9,33.48,0.0,0.0,301.32,Cash,Deepa Rao,5
ORD10346,2025-04-22,Olivia Anderson,West,In-Store,Electronics,Headphones,8,1400.78,15.0,1680.94,9525.3,PayPal,Vijay Anand,5
ORD10347,2025-04-23,James Taylor,South,Online,Groceries,Chocolate Box,3,1766.97,5.0,265.05,5035.86,Cash,Ravi Kumar,5
ORD10348,2025-04-23,Nikhil Bansal,East,In-Store,Furniture,Bookshelf,1,314.7,10.0,31.47,283.23,Debit Card,Anjali Nair,4
ORD10349,2025-04-23,Sophia White,Central,Phone,Sports,Running Shoes,3,704.53,20.0,422.72,1690.87,Cash,Deepa Rao,3
ORD10350,2025-04-23,Rahul Chatterjee,East,Phone,Groceries,Coffee,6,1223.19,10.0,733.91,6605.23,Cash,Suresh Babu,2
ORD10351,2025-04-24,Arjun Nair,South,Phone,Electronics,Smartphone,4,1755.32,5.0,351.06,6670.22,PayPal,Pallavi Shah,3
ORD10352,2025-04-25,Sanjay Kumar,Central,Online,Electronics,Monitor,1,783.7,0.0,0.0,783.7,Cash,Pallavi Shah,4
ORD10353,2025-04-25,Sophia White,South,In-Store,Groceries,Chocolate Box,7,217.24,5.0,76.03,1444.65,Debit Card,Anjali Nair,1
ORD10354,2025-04-26,Sophia White,Central,In-Store,Clothing,Jeans,6,528.24,0.0,0.0,3169.44,Credit Card,Arun Prasad,3
ORD10355,2025-04-26,Sarah Davis,North,Phone,Sports,Dumbbells,7,951.25,0.0,0.0,6658.75,PayPal,Suresh Babu,4
ORD10356,2025-04-26,Emily Johnson,South,Phone,Groceries,Rice Bag,7,1861.63,15.0,1954.71,11076.7,Cash,Pallavi Shah,4
ORD10357,2025-04-26,Emily Johnson,East,In-Store,Furniture,Desk,9,1829.82,5.0,823.42,15644.96,Debit Card,Suresh Babu,3
ORD10358,2025-04-26,Ananya Singh,East,Phone,Furniture,Desk,2,616.07,20.0,246.43,985.71,Debit Card,Sunita Rao,4
ORD10359,2025-04-27,Rahul Chatterjee,South,In-Store,Groceries,Rice Bag,5,1880.15,20.0,1880.15,7520.6,Credit Card,Sunita Rao,5
ORD10360,2025-04-27,Vikram Rao,West,Online,Clothing,Jeans,7,1693.89,0.0,0.0,11857.23,Cash,Pallavi Shah,5
ORD10361,2025-04-28,Daniel Thomas,North,Phone,Electronics,Monitor,2,1687.96,15.0,506.39,2869.53,PayPal,Pallavi Shah,4
ORD10362,2025-04-28,Amit Malhotra,South,Online,Furniture,Office Chair,1,912.97,0.0,0.0,912.97,Debit Card,Vijay Anand,4
ORD10363,2025-04-28,James Taylor,Central,In-Store,Groceries,Cereal,7,373.0,0.0,0.0,2611.0,PayPal,Vijay Anand,5
ORD10364,2025-04-29,Aditya Bose,North,Phone,Furniture,Desk,9,1648.44,5.0,741.8,14094.16,Credit Card,Arun Prasad,5
ORD10365,2025-04-29,Aarav Sharma,East,In-Store,Electronics,Monitor,3,640.76,0.0,0.0,1922.28,Debit Card,Arun Prasad,5
ORD10366,2025-04-29,Neha Joshi,Central,Phone,Electronics,Smartphone,8,714.03,20.0,1142.45,4569.79,PayPal,Anjali Nair,5
ORD10367,2025-04-30,Sanjay Kumar,West,Online,Groceries,Rice Bag,5,589.02,0.0,0.0,2945.1,Bank Transfer,Pallavi Shah,5
ORD10368,2025-04-30,Riya Chawla,North,Phone,Electronics,Laptop,4,552.77,0.0,0.0,2211.08,Credit Card,Arun Prasad,5
ORD10369,2025-04-30,Neha Joshi,South,In-Store,Electronics,Laptop,1,1377.83,0.0,0.0,1377.83,Cash,Manoj Tiwari,5
ORD10370,2025-04-30,Ananya Singh,North,In-Store,Electronics,Laptop,9,467.04,0.0,0.0,4203.36,Credit Card,Ravi Kumar,3
ORD10371,2025-05-01,Vikram Rao,Central,Online,Groceries,Cereal,2,1945.82,5.0,194.58,3697.06,Debit Card,Vijay Anand,4
ORD10372,2025-05-01,Nikhil Bansal,East,Online,Furniture,Office Chair,1,303.02,0.0,0.0,303.02,Bank Transfer,Pallavi Shah,2
ORD10373,2025-05-01,Kavya Menon,East,Online,Sports,Dumbbells,1,1800.55,0.0,0.0,1800.55,Cash,Vijay Anand,5
ORD10374,2025-05-01,Michael Brown,East,In-Store,Groceries,Coffee,8,605.2,5.0,242.08,4599.52,Bank Transfer,Suresh Babu,3
ORD10375,2025-05-02,Nikhil Bansal,West,Online,Clothing,Jacket,9,703.39,5.0,316.53,6013.98,PayPal,Ravi Kumar,4
ORD10376,2025-05-02,Amit Malhotra,North,In-Store,Clothing,Jeans,7,312.26,0.0,0.0,2185.82,Credit Card,Pallavi Shah,1
